"","game_id","game_date","team","FGA_2","FGM_2","FGA_3","FGM_3","FTA","FTM","AST","BLK","STL","TOV","TOV_team","DREB","OREB","F_tech","F_personal","team_score","opponent_team_score","largest_lead","notD1_incomplete","OT_length_min_tot","rest_days","attendance","tz_dif_H_E","prev_game_dist","home_away","home_away_NS","travel_dist"
"5208","game_2022_2604","2022-01-15","texas_southern_tigers","32","15","14","5","29","18","9","3","11","24","2","29","12","2","16","63","60","13","FALSE",NA,"5",NA,"0","476","away","-1","476"
"6591","game_2022_3296","2022-01-29","alcorn_state_lady_braves","35","13","11","2","15","8","5","1","4","17","0","25","7","0","17","40","65","0","TRUE",NA,NA,"350","0","0","home","1","0"
"6592","game_2022_3296","2022-01-29","southern_jaguars","45","20","16","6","19","7","12","1","12","6","0","24","14","0","17","65","40","29","FALSE",NA,"5","350","0","153","away","-1","153"
"6703","game_2022_3352","2022-01-31","army_black_knights","52","29","20","5","9","5","14","2","6","13","0","39","14","0","19","78","41","45","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"6704","game_2022_3352","2022-01-31","immaculata_mighty_macs","40","11","21","3","18","10","6","0","9","19","0","24","14","0","9","41","78","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"7257","game_2022_3629","2022-02-05","alcorn_state_lady_braves","47","19","13","5","9","4","13","0","6","17","0","20","12","0","23","57","77","0","TRUE",NA,NA,"879","0","280","away","-1","280"
"7258","game_2022_3629","2022-02-05","arkansas_pine_bluff_golden_lions","35","16","16","6","40","27","20","6","11","9","0","26","14","0","11","77","57","20","FALSE",NA,"7","879","0","174","home","1","0"
"7391","game_2022_3696","2022-02-07","alcorn_state_lady_braves","45","20","17","6","26","18","3","2","6","17","0","22","12","0","28","76","93","0","TRUE",NA,NA,"1810","0","174","away","-1","199"
"7392","game_2022_3696","2022-02-07","mississippi_valley_state_devilettes","43","22","16","8","35","25","15","0","9","12","1","27","9","0","22","93","76","24","FALSE",NA,"2","1810","0","0","home","1","0"
"7453","game_2022_3727","2022-02-07","purdue_fort_wayne_mastodons","30","12","39","13","11","9","19","10","11","11","1","22","10","0","10","72","61","14","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"7454","game_2022_3727","2022-02-07","taylor_trojans","33","15","26","7","12","10","13","3","6","23","1","32","13","0","10","61","72","5","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"7475","game_2022_3738","2022-02-08","little_rock_trojans","52","20","16","3","15","7","13","5","6","17","0","31","21","0","13","56","49","14","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"7476","game_2022_3738","2022-02-08","philander_smith_panthers","43","18","14","2","17","7","9","1","10","16","0","28","10","0","13","49","56","4","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"8155","game_2022_4078","2022-02-14","champion_christian_tigers","27","6","23","2","27","18","4","1","11","25","1","17","13","1","18","36","88","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"8156","game_2022_4078","2022-02-14","little_rock_trojans","46","26","24","8","21","12","20","4","16","20","0","32","23","0","20","88","36","52","FALSE",NA,"2",NA,NA,NA,"home","0",NA
"8281","game_2022_4141","2022-02-16","cal_state_la_golden_eagles","47","17","26","4","16","7","6","1","4","14","2","19","17","0","13","53","98","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"8282","game_2022_4141","2022-02-16","california_golden_bears","51","29","22","9","14","13","25","5","11","9","0","37","13","0","17","98","53","45","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"8901","game_2022_4451","2022-02-22","emory_henry_wasps","38","12","20","4","6","3","6","1","9","21","1","25","12","0","13","39","42","10","TRUE",NA,NA,NA,NA,NA,"away","0",NA
"8902","game_2022_4451","2022-02-22","western_carolina_catamounts","37","15","13","1","16","9","6","8","13","23","1","30","10","0","10","42","39","5","FALSE",NA,"3",NA,NA,NA,"home","0",NA
"9443","game_2022_4722","2022-02-26","alcorn_state_lady_braves","20","7","19","5","44","32","9","2","8","21","2","31","6","0","19","61","52","17","TRUE",NA,NA,"497","0","656","away","-1","509"
"9444","game_2022_4722","2022-02-26","prairie_view_am_lady_panthers","45","18","25","2","18","10","11","2","12","17","4","26","21","0","28","52","61","5","FALSE",NA,"7","497","0","592","home","1","0"
